Item_Identifier,Item_Weight,Item_Type,Item_MRP,Outlet_Identifier,Item_Visibility_sqrt,Item_Outlet_Sales_sqrt,Age_Outlet,Item_Fat_Content_Encoding,Item_Category_Food,Item_Category_Non-Consumable,Outlet_Category_Moderate Outlet,Outlet_Category_Old Outlet,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
FDW23,5.765,Baking Goods,37.2164,OUT049,0.286600419,24.06752999,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DRN35,8.01,Hard Drinks,36.6532,OUT010,0.342899493,8.479764148,26,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDL08,10.8,Fruits and Vegetables,243.2144,OUT045,0.223203622,35.00102856,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRL35,15.7,Hard Drinks,42.177,OUT017,0.175719387,27.1239562,17,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCS42,8.6,Household,91.8146,OUT049,0.263674783,48.69886652,25,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NCY29,13.65,Health and Hygiene,55.993,OUT027,0.277236547,38.35906672,39,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDO32,6.36,Fruits and Vegetables,47.506,OUT018,0.347900352,32.74046426,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCU17,5.32,Health and Hygiene,100.6674,OUT035,0.304738816,51.46408845,20,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDY03,17.6,Meat,111.1202,OUT027,0.275233005,56.12989934,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
NCI30,20.25,Household,244.346,OUT019,0.321229655,15.69541334,39,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDI04,13.65,Frozen Foods,199.3426,OUT027,0.26936843,61.29526409,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDC35,7.435,Starchy Foods,205.2638,OUT013,0.350336226,59.33030086,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDN38,6.615,Canned,251.6408,OUT046,0.30326862,77.51244545,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDJ48,11.3,Baking Goods,247.8118,OUT046,0.237560133,54.44393079,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDH57,10.895,Fruits and Vegetables,131.9284,OUT035,0.189052276,25.67376092,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDI40,11.5,Frozen Foods,100.8358,OUT046,0.354405066,45.94836014,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDF50,4.905,Canned,198.9768,OUT027,0.341704804,68.7738555,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDA07,7.55,Fruits and Vegetables,123.9072,OUT013,0.175837632,33.20489121,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDZ60,20.5,Baking Goods,109.4596,OUT018,0.346190758,20.7710953,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDW38,5.325,Dairy,53.2298,OUT017,0.373449361,35.21910561,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCF55,6.675,Household,33.3874,OUT046,0.147194888,35.14340621,27,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDR37,16.5,Breakfast,183.3292,OUT046,0.257389881,44.79644182,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDZ33,10.195,Snack Foods,149.0076,OUT049,0.327969547,34.38692775,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDV01,19.2,Canned,155.4314,OUT045,0.291758213,59.73292392,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDI02,15.7,Canned,114.1202,OUT018,0.339163357,28.06494967,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
DRH25,18.7,Soft Drinks,50.2324,OUT013,0.12075134,24.96374972,37,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
NCY29,13.65,Health and Hygiene,55.093,OUT018,0.27847573,21.27778184,15,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDR04,7.075,Frozen Foods,98.6068,OUT027,0.149858914,49.29675446,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDR44,6.11,Fruits and Vegetables,129.5968,OUT045,0.321137995,48.46588904,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDJ41,6.85,Frozen Foods,262.0594,OUT017,0.151699433,39.62267533,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDL43,10.1,Meat,78.467,OUT027,0.164113744,57.37927326,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDB21,7.475,Fruits and Vegetables,243.4854,OUT017,0.386472118,41.1314697,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCU42,9,Household,170.2474,OUT018,0.139950402,64.89364376,15,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDY21,15.1,Snack Foods,195.211,OUT013,0,56.05868354,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDK58,11.35,Snack Foods,101.5016,OUT046,0,14.22684786,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DRD13,15,Soft Drinks,65.2168,OUT049,0.221711003,30.96372071,25,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDU35,6.44,Breads,98.27,OUT046,0,48.95794113,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDX23,6.445,Baking Goods,95.0436,OUT010,0.22293031,9.723353331,26,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDQ39,14.8,Meat,189.2846,OUT045,0.284967526,41.47000603,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDR31,6.46,Fruits and Vegetables,147.4102,OUT027,0.221189536,56.63765885,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDS28,8.18,Frozen Foods,56.6588,OUT035,0.287029634,26.21269921,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRN36,15.2,Soft Drinks,94.1752,OUT045,0.22423114,45.92661973,22,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDX60,14.35,Baking Goods,77.996,OUT027,0.283202846,52.11970836,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
NCB54,8.76,Health and Hygiene,126.2336,OUT017,0.224356478,37.49892798,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDC15,18.1,Dairy,158.9288,OUT018,0.422722162,39.63947527,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCP17,19.35,Health and Hygiene,62.2168,OUT027,0.166072764,40.76563258,39,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDY39,5.305,Meat,181.8608,OUT049,0.217029514,67.77920035,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDH33,12.85,Snack Foods,43.5428,OUT049,0.349162802,24.80320947,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDG09,20.6,Fruits and Vegetables,187.2556,OUT027,0.2184128,67.12774687,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDO10,13.65,Snack Foods,56.4588,OUT027,0.112649678,31.19935256,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDD39,16.7,Dairy,214.385,OUT027,0.264225604,65.78525671,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDJ09,15,Snack Foods,46.9744,OUT045,0.241895132,26.05985418,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRQ35,9.3,Hard Drinks,123.2388,OUT049,0.205808656,43.09967517,25,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDV38,19.25,Dairy,54.5956,OUT049,0.319268032,27.64667069,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDJ60,19.35,Baking Goods,164.5184,OUT013,0.249952778,40.63476344,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDJ15,11.35,Dairy,181.9608,OUT017,0.153148291,40.66752021,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDR08,18.7,Fruits and Vegetables,111.0886,OUT049,0.194117099,14.91231706,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDZ55,6.055,Fruits and Vegetables,160.892,OUT046,0.159401073,48.95794113,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDL10,8.395,Snack Foods,100.9042,OUT045,0.198927871,41.06667018,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDJ34,11.8,Snack Foods,125.5704,OUT027,0.305290347,31.64432335,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDW60,5.44,Baking Goods,177.037,OUT027,0.130304743,57.89907599,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDK08,9.195,Fruits and Vegetables,99.2016,OUT046,0.349720924,28.45369572,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
NCE42,21.1,Household,233.9958,OUT035,0.102957695,43.23848286,20,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDR39,20.35,Meat,181.7292,OUT017,0.290298615,63.35173557,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCN17,11,Health and Hygiene,100.3358,OUT018,0.23486768,30.08026263,15,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCR05,10.1,Health and Hygiene,200.2084,OUT045,0.233969286,56.34300666,22,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDV48,9.195,Baking Goods,77.0644,OUT027,0.226642673,56.7550914,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
DRF27,8.93,Dairy,151.434,OUT018,0.168917234,35.00102856,15,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCF07,9,Household,102.2016,OUT049,0.179087467,37.64070137,25,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDF40,20.25,Dairy,248.1092,OUT035,0.150026254,68.78353582,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDO28,5.765,Frozen Foods,122.5098,OUT049,0.269092482,32.93308671,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDB23,19.2,Starchy Foods,226.2062,OUT018,0.074909058,39.74850186,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDV48,9.195,Baking Goods,79.2644,OUT049,0.22736998,29.39742166,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDM45,8.655,Snack Foods,119.6756,OUT046,0.296975975,49.22917834,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDC16,11.5,Dairy,84.954,OUT045,0.143567148,29.42006118,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRE25,15.35,Soft Drinks,94.412,OUT027,0.270052432,36.12434082,39,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDY35,17.6,Breads,43.9402,OUT049,0.126698856,35.86538164,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDR22,19.35,Snack Foods,110.2544,OUT045,0.13638273,53.92786293,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDZ10,17.85,Snack Foods,127.202,OUT049,0.211027534,51.54165306,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDY15,18.25,Dairy,157.863,OUT019,0.546898399,21.66538714,39,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DRA24,19.35,Soft Drinks,162.4868,OUT013,0.19973735,66.49995188,37,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDV37,13,Canned,198.5426,OUT045,0.289280561,34.4449648,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDO10,13.65,Snack Foods,58.8588,OUT035,0.11291275,31.19935256,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDR59,14.5,Breads,263.6594,OUT027,0.25209976,58.32299889,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDR34,17,Snack Foods,228.0352,OUT018,0.126610995,52.42539842,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDG16,15.25,Frozen Foods,214.4192,OUT017,0.300540927,70.43821122,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDO03,10.395,Meat,228.1352,OUT027,0.191583846,96.90429918,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDC09,15.5,Fruits and Vegetables,104.1332,OUT049,0.162304951,35.07703522,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDJ52,7.145,Frozen Foods,159.4578,OUT035,0.133354794,56.64941306,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDL33,7.235,Snack Foods,197.5452,OUT010,0.409043727,13.99089704,26,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDJ53,10.5,Frozen Foods,119.7098,OUT017,0.267695678,49.09374706,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDX08,12.85,Fruits and Vegetables,179.9318,OUT019,0.198939126,18.99641019,39,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDK32,16.25,Fruits and Vegetables,154.2682,OUT045,0.221528547,57.9163224,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDM20,10,Fruits and Vegetables,245.4144,OUT017,0.197242551,81.33504042,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCJ42,19.75,Household,102.2332,OUT017,0.119925894,55.46166243,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDI50,8.42,Canned,227.8352,OUT018,0.175978141,58.61337731,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDZ15,13.1,Dairy,117.8782,OUT035,0,52.3555021,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCK18,9.6,Household,164.2184,OUT045,0,44.51315311,22,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDW33,9.395,Snack Foods,106.428,OUT017,0.315723382,43.78931376,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCT05,10.895,Health and Hygiene,255.9672,OUT018,0.145042053,69.6970358,15,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDZ16,16.85,Frozen Foods,193.1478,OUT019,0.529043427,19.68490792,39,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCV17,18.85,Health and Hygiene,129.7626,OUT046,0.126915519,54.92485594,27,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDE34,9.195,Snack Foods,183.6634,OUT018,0.329136601,52.21542875,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDH44,19.1,Fruits and Vegetables,148.0418,OUT045,0.161011251,61.85213658,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCK06,5.03,Household,119.3756,OUT045,0.093080954,24.61458917,22,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDS46,17.6,Snack Foods,120.8782,OUT049,0.217556432,51.20469119,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NCO42,21.25,Household,146.7102,OUT018,0.157340494,40.04887264,15,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDL13,13.85,Breakfast,231.43,OUT049,0.237499745,55.03989462,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDK14,6.98,Canned,83.3934,OUT017,0.203318223,22.16665063,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDX13,7.725,Canned,250.2092,OUT045,0.21881468,63.12010139,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRI47,14.7,Hard Drinks,144.5128,OUT018,0.144932395,50.87858489,15,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDG22,17.6,Snack Foods,37.219,OUT017,0.203998098,19.13609155,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDA13,15.85,Canned,37.8506,OUT049,0.280494349,18.48121749,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDE46,18.6,Snack Foods,152.1366,OUT046,0.125577438,42.58684304,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDX25,16.7,Canned,180.8292,OUT017,0.320363929,58.8740588,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDC58,10.195,Snack Foods,44.2428,OUT017,0.20537663,26.51574627,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCA42,6.965,Household,158.1604,OUT017,0.169440447,51.90208859,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDV01,19.2,Canned,153.5314,OUT049,0.2916893,46.6029999,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDU24,6.78,Baking Goods,94.212,OUT046,0.374383544,32.02080574,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDO51,6.785,Meat,44.0112,OUT018,0.20531318,18.46319582,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCN14,19.1,Others,185.1608,OUT010,0.392239123,23.47940374,26,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDT37,14.15,Canned,253.3014,OUT019,0.248502537,22.58324157,39,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDY09,15.6,Snack Foods,174.7054,OUT010,0.205377418,13.2327397,26,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
NCG06,16.35,Household,256.9646,OUT013,0.171525091,68.10259026,37,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDG40,13.65,Frozen Foods,32.6558,OUT010,0.258181702,8.240849471,26,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDQ47,7.155,Breads,33.7874,OUT035,0.410066548,29.70159928,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRH59,10.8,Hard Drinks,73.938,OUT010,0.312738893,8.557920308,26,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDH48,13.5,Baking Goods,85.154,OUT017,0.2466221,24.61458917,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDE34,9.195,Snack Foods,181.2634,OUT035,0.328437204,48.60991874,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCM05,6.825,Health and Hygiene,262.4226,OUT049,0.244826514,62.96696753,25,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDU55,16.2,Fruits and Vegetables,260.3278,OUT049,0.189649959,86.88789444,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDS60,20.85,Baking Goods,178.366,OUT035,0.180117706,68.3660442,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDZ32,7.785,Fruits and Vegetables,106.4964,OUT013,0,39.72336844,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDP12,9.8,Baking Goods,36.1874,OUT045,0.212975607,20.57787161,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCL31,7.39,Others,143.047,OUT027,0.345974743,59.82202772,39,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDR32,6.78,Fruits and Vegetables,229.3694,OUT019,0.387606316,15.11189598,39,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDL08,10.8,Fruits and Vegetables,245.4144,OUT027,0.22243709,60.62355978,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDY34,10.5,Snack Foods,164.3842,OUT049,0.104875793,42.70393659,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DRG23,8.88,Hard Drinks,154.0682,OUT018,0,53.82281858,15,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDD04,16,Dairy,143.4154,OUT013,0.299827317,44.55800265,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDX37,16.2,Canned,98.17,OUT017,0.251765484,51.92773825,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDM09,11.15,Snack Foods,170.579,OUT018,0.293737286,36.85419922,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
